,passage_id,question,passage
96,2003_423_132e,"Co grozi osobie, która prowadzi obrót detaliczny produktami leczniczymi weterynaryjnymi wydawanymi bez przepisu lekarza?","Art. 132e. Kto wbrew przepisowi art. 71 ust. 1a bez zgłoszenia wojewódzkiemu lekarzowi weterynarii prowadzi obrót detaliczny produktami leczniczymi weterynaryjnymi wydawanymi bez przepisu lekarza, podlega grzywnie.”."
97,2001_1381_69,"Co grozi osobie, która prowadzi obrót detaliczny produktami leczniczymi weterynaryjnymi wydawanymi bez przepisu lekarza?","Art. 69. 1. Lekarz weterynarii prowadzący obrót detaliczny produktami leczniczymi weterynaryjnymi lub paszami leczniczymi jest zobowiązany do: 1) prowadzenia dokumentacji obrotu produktami leczniczymi weterynaryjnymi, 2) przeprowadzania przynajmniej raz w roku spisu kontrolnego stanu magazynowego produktów leczniczych weterynaryjnych oraz ich dostaw i wydania z odnotowaniem wszelkich zaistniałych niezgodności. 2. Jeżeli tkanki i produkty zwierząt przeznaczone są do spożycia przez ludzi to właściciele tych zwierząt lub osoby odpowiedzialne za zwierzęta są obowiązani do posiadania dokumentów weterynaryjnych produktów leczniczych posiadających właściwości anaboliczne, przeciwbakteryjne, przeciwzapalne, hormonalne i psychotropowe zawierających następujące informacje: 1) datę, 2) dokładne określenie weterynaryjnego produktu leczniczego z numerem serii i datą ważności, 3) ilość, 4) nazwę i adres dostawcy weterynaryjnego produktu leczniczego, 5) oznakowanie leczonych zwierząt. 3. Lekarz weterynarii wydaje właścicielowi zwierząt lub osobie odpowiedzialnej za zwierzęta, dokument potwierdzający nabycie produktów leczniczych weterynaryjnych lub pasz leczniczych, zawierający dane, o którym mowa w ust. 2. 4. Dokumentację, o której mowa w ust. 1 i 3, właściciel zwierzęcia lub osoba odpowiedzialna za zwierzęta przechowuje przez okres trzech lat. 5. Minister właściwy do spraw rolnictwa określa, w drodze rozporządzenia, wzór dokumentacji, o której mowa w ust. 1 i 3, uwzględniając gatunki zwierząt oraz informacje, o których mowa w ust. 3."
98,2004_288_28,"Co grozi osobie, która prowadzi obrót detaliczny produktami leczniczymi weterynaryjnymi wydawanymi bez przepisu lekarza?","Art. 28. 1. Kto, prowadząc produkcję produktów pochodzenia zwierzęcego nie zapewnia wymagań weterynaryjnych w zakresie prowadzonej działalności, podlega grzywnie. 2. Kto: 1) prowadząc produkcję produktów pochodzenia zwierzęcego, nie zapewnia wymagań weterynaryjnych w zakresie prowadzonej działalności, powodując zagrożenie dla zdrowia publicznego, 2) podaje zwierzętom substancje niedozwolone lub wykorzystuje zwierzęta, którym podawano substancje niedozwolone do produkcji produktów pochodzenia zwierzęcego, z wyjątkiem zwierząt, którym podawano substancje o działaniu beta-agonistycznym oraz hormonalnym, w tym tyreostatycznym w celu leczniczym lub zootechnicznym, po upływie okresu karencji, 3) w celu umieszczania na rynku albo sprzedaży bezpośredniej produktów pochodzenia zwierzęcego rozpoczął działalność w zakresie ich produkcji bez uprzedniego zgłoszenia tej działalności powiatowemu lekarzowi weterynarii, 4) nie zgłasza do badania zwierząt rzeźnych i ich mięsa, mięsa zwierząt łownych lub produktów pochodzenia zwierzęcego, 5) umieszczając na rynku produkty pochodzenia zwierzęcego, nie zaopatruje ich w handlowy dokument identyfikacyjny lub nieprawidłowo je znakuje, 6) będąc podmiotem prowadzącym zakład, wprowadza produkty pochodzenia zwierzęcego niezgodnie z kwalifikacją uzyskaną przez ten zakład - podlega grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku."
99,2001_1381_68,"Co grozi osobie, która prowadzi obrót detaliczny produktami leczniczymi weterynaryjnymi wydawanymi bez przepisu lekarza?","Art. 68. 1. Obrót detaliczny produktami leczniczymi prowadzony jest w aptekach ogólnodostępnych, z zastrzeżeniem przepisów ust. 2 i art. 70 ust. 1 i art. 71 ust. 1. 2. Obrót detaliczny produktami leczniczymi weterynaryjnymi zakupionymi w hurtowni farmaceutycznej produktów leczniczych weterynaryjnych może być prowadzony przez lekarza weterynarii wyłącznie przy wykonywaniu przez niego praktyki lekarsko-weterynaryjnej. 3. Zabrania się prowadzenia wysyłkowej sprzedaży produktów leczniczych. 4. Nie uznaje się za obrót detaliczny bezpośrednie zastosowanie u pacjenta przez lekarza, lekarza stomatologa lub inną osobę wykonującą zawód medyczny lub lekarza weterynarii, produktów leczniczych, oraz produktów leczniczych wchodzących w skład zestawów przeciwstrząsowych, których potrzeba zastosowania wynika z rodzaju udzielanego świadczenia zdrowotnego. 5. Nie wymaga zgody ministra właściwego do spraw zdrowia przywóz z zagranicy produktu leczniczego na własne potrzeby lecznicze w liczbie nie przekraczającej pięć najmniejszych opakowań. 6. Przepisu ust. 5 nie stosuje się do środków odurzających i substancji psychotropowych, których przywóz z zagranicy określają przepisy ustawy z dnia 24 kwietnia 1997 r. o przeciwdziałaniu narkomanii (Dz.U. Nr 75, poz. 468, z 1998 r. Nr 106, poz. 668 i Nr 113 poz. 715 oraz z 2000 r. Nr 20, poz. 256 i Nr 103, poz. 1097). 7. Minister właściwy do spraw zdrowia określa, w drodze rozporządzenia: 1) wykaz produktów leczniczych, które mogą być doraźnie dostarczane w związku z udzielanym świadczeniem zdrowotnym, uwzględniając rodzaj udzielanego świadczenia, 2) wykaz produktów leczniczych wchodzących w skład zestawów przeciwwstrząsowych, które powinny być do dyspozycji lekarza, lekarza stomatologii lub lekarza weterynarii."
100,1997_752_31,Jaki organ dokonuje wymiaru i poboru opłaty celnej dodatkowej?,"Art. 31. 1. Wymiaru i poboru opłaty celnej dodatkowej dokonuje organ celny. 2. W wypadku ustanowienia ostatecznej opłaty celnej dodatkowej organ celny wzywa dłużnika do uiszczenia kwoty należności wynikającej z tej opłaty. W wypadku gdy ostateczna opłata celna dodatkowa jest wyższa od opłaty tymczasowej, kwoty różnicy nie pobiera się. Jeżeli ostateczna opłata celna dodatkowa jest niższa od tymczasowej opłaty celnej dodatkowej, organ celny, który przyjął zabezpieczenie, dokona zwrotu zabezpieczenia w wysokości kwoty różnicy na pisemny wniosek strony, złożony wraz z oryginałem dowodu złożenia zabezpieczenia, którego przedstawienie było niezbędne do nadania towarowi przeznaczenia celnego. 3. Organ celny zwraca zabezpieczenie złożone zgodnie z art. 22, po uiszczeniu kwoty należności wynikającej z opłaty celnej dodatkowej, na pisemny wniosek osoby zainteresowanej złożony wraz z oryginałem dowodu uiszczenia opłaty i dokumentami, których przedstawienie było niezbędne do nadania towarowi przeznaczenia celnego. 4. Przepis art. 26 ust. 3 stosuje się odpowiednio. 5. W wypadku gdy retrospektywnie zostanie przedstawiony dowód pochodzenia towaru, a organ celny stwierdzi, że towar nie podlega środkowi ochronnemu, opłata celna dodatkowa pobrana zgodnie z ust. 2, zostanie zwrócona na zasadach określonych w przepisach prawa celnego. Od zwracanej opłaty organ celny nie płaci odsetek."
101,1997_628_7,Jaki organ dokonuje wymiaru i poboru opłaty celnej dodatkowej?,"Art. 7. 1. Dyrektor urzędu celnego w decyzji o dopuszczeniu towarów do obrotu na polskim obszarze celnym jest obowiązany obliczyć należny podatek importowy. Urząd celny pobiera obliczony podatek i przekazuje kwotę tego podatku za okresy 5-dniowe na rachunek urzędu skarbowego właściwego ze względu na siedzibę urzędu celnego, w terminie 3 dni po upływie każdego okresu. 2. Podatnicy są obowiązani wpłacić należny podatek importowy do kasy lub na rachunek bankowy urzędu celnego, który dokonał odprawy celnej, w terminie określonym do uiszczenia cła. 3. Jeżeli przyjmuje się zabezpieczenie majątkowe należności celnych, w tym samym trybie powinny być zabezpieczone należności z tytułu podatku importowego. 4. Dyrektor urzędu celnego jest uprawniony do egzekucji należności z tytułu podatku importowego. 5. W zakresie nie uregulowanym w ust. 1-4 stosuje się odpowiednio przepisy dotyczące rozliczeń z tytułu cła."
102,2002_1689_29,Jaki organ dokonuje wymiaru i poboru opłaty celnej dodatkowej?,"Art. 29. Jeżeli zgodnie z przepisami prawa celnego powiadomienie dłużnika o wysokości długu celnego nie może nastąpić z uwagi na przedawnienie, a istnieje podstawa do obliczenia lub zweryfikowania należności podatkowych, właściwy naczelnik urzędu celnego może określić elementy kalkulacyjne według zasad określonych w przepisach prawa celnego na potrzeby prawidłowego określenia kwoty akcyzy z tytułu importu. Rozdział 6 Zwolnienia"
103,2002_1689_53,Jaki organ dokonuje wymiaru i poboru opłaty celnej dodatkowej?,"Art. 53. 1. Przed dniem dokonania wysyłki podmiot prowadzący skład podatkowy jest obowiązany powiadomić naczelnika urzędu celnego o zamiarze wyprowadzenia ze składu podatkowego wyrobów akcyzowych w procedurze zawieszenia poboru akcyzy. 2. Powiadomienie, o którym mowa w ust. 1, powinno określać odbiorcę, rodzaj i ilość wyrobów akcyzowych wyprowadzanych ze składu podatkowego. 3. W przypadku wyprowadzenia wyrobów akcyzowych ze składu podatkowego z zastosowaniem procedury zawieszenia poboru akcyzy, podmiot prowadzący skład podatkowy jest obowiązany wystawić administracyjny dokument towarzyszący. 4. W przypadku importu wyrobów akcyzowych, które po dopuszczeniu ich do obrotu są bezpośrednio przemieszczane do składu podatkowego w procedurze zawieszenia poboru akcyzy, podmiot prowadzący ten skład podatkowy jest obowiązany wystawić administracyjny dokument towarzyszący i przedstawić go właściwemu naczelnikowi urzędu celnego wraz ze zgłoszeniem do procedury dopuszczenia do obrotu tych wyrobów akcyzowych. 5. Podmiot prowadzący skład podatkowy jest obowiązany prowadzić ewidencję ilościową lub ilościowo-wartościową wyrobów akcyzowych umożliwiającą w szczególności: 1) ustalenie ilości wyrobów akcyzowych objętych procedurą zawieszenia poboru akcyzy oraz wyłączonych z tej procedury; 2) wyodrębnienie kwoty akcyzy przypadającej do zapłaty oraz kwoty akcyzy, której pobór podlega zawieszeniu w związku z zastosowaniem procedury zawieszenia poboru akcyzy; 3) określenie ilości wyprodukowanych wyrobów akcyzowych w składzie podatkowym innym niż skład podatkowy, o którym mowa w art. 48 ust. 3 i 4. 6. Ewidencja, o której mowa w ust. 5, może być prowadzona w formie papierowej lub elektronicznej, po uprzednim pisemnym poinformowaniu właściwego naczelnika urzędu celnego o formie jej prowadzenia. 7. Ewidencja, o której mowa w ust. 5, powinna być przechowywana do celów kontroli przez okres 5 lat, licząc od końca roku kalendarzowego, w którym została sporządzona. 8. Podmiot prowadzący skład podatkowy jest obowiązany potwierdzić odbiór wyrobów akcyzowych na administracyjnym dokumencie towarzyszącym i przedstawić go właściwemu naczelnikowi urzędu celnego w celu opieczętowania urzędowymi pieczęciami."
104,2003_1834_26,Jakich czynnosi może dokonywać Przewodniczący Komitetu w ramach nadzoru?,"Art. 26. Przewodniczący Komitetu w ramach nadzoru: 1) sprawuje kontrolę nad działalnością Narodowego Instytutu pod względem legalności, gospodarności, celowości i rzetelności na zasadach i w trybie określonych w przepisach o kontroli w administracji rządowej; 2) zatwierdza: a) projekt rocznego planu finansowego Narodowego Instytutu, b) projekt rocznego planu działalności Narodowego Instytutu, c) roczne sprawozdanie z działalności Narodowego Instytutu, d) roczne sprawozdanie finansowe Narodowego Instytutu."
105,2003_1834_34c,Jakich czynnosi może dokonywać Przewodniczący Komitetu w ramach nadzoru?,"Art. 34c. 1. Przewodniczący Komitetu kieruje pracami Komitetu. 2. Przewodniczący Komitetu może, z własnej inicjatywy lub na wniosek członka Komitetu, tworzyć zespoły robocze, określając ich skład, zakres zadań oraz tryb i harmonogram prac."
106,2003_1834_34a,Jakich czynnosi może dokonywać Przewodniczący Komitetu w ramach nadzoru?,"Art. 34a. 1. W skład Komitetu wchodzą: 1) Przewodniczący Komitetu; 2) wiceprzewodniczący – sekretarz stanu w Kancelarii Prezesa Rady Ministrów powoływany i odwoływany przez Prezesa Rady Ministrów na wniosek Przewodniczącego Komitetu; 3) członkowie: a) ministrowie, których szczegółowy zakres działania określają przepisy wydane na podstawie art. 33 ust. 1 i 1a ustawy z dnia 8 sierpnia 1996 r. o Radzie Ministrów (Dz. U. z 2012 r. poz. 392 oraz z 2015 r. poz. 1064), reprezentowani przez sekretarza stanu, z zastrzeżeniem ust. 3, b) Dyrektor Narodowego Instytutu. 2. Przewodniczący Komitetu wchodzi w skład Rady Ministrów. 3. W każdym czasie w pracach Komitetu może brać udział minister. 4. W posiedzeniach Komitetu mogą uczestniczyć zaproszeni przez Przewodniczącego Komitetu przedstawiciele organów administracji rządowej. 5. W posiedzeniach Komitetu mogą również uczestniczyć z głosem doradczym osoby posiadające odpowiednią wiedzę lub doświadczenie w zakresie zagadnień objętych zadaniami Komitetu, zaproszone przez Przewodniczącego Komitetu z własnej inicjatywy lub wskazane przez poszczególnych członków Komitetu."
107,2004_1262_9,Jakich czynnosi może dokonywać Przewodniczący Komitetu w ramach nadzoru?,"Art. 9. 1. Komitet opracuje regulamin swojego działania. 2. Regulamin, o którym mowa w ust. 1, podlega zatwierdzeniu przez Radę Nadzorczą. 3. Członkom Komitetu jest wypłacane wynagrodzenie za udział w posiedzeniu w wysokości minimalnego wynagrodzenia określonego na zasadach ustalonych w ustawie z dnia 10 października 2002 r. o minimalnym wynagrodzeniu za pracę (Dz.U. Nr 200, poz. 1679). W przypadku gdy w danym miesiącu odbędzie się więcej niż jedno posiedzenie, wynagrodzenie przysługuje za jedno posiedzenie. Rozdział 3 Zasady udzielania gwarancji lub poręczeń"
108,2001_23_15,Co jest podstawą do ogłoszenia aktów normatywnych i innych aktów prawnych?,"Art. 15. 1. Podstawą do ogłoszenia aktów normatywnych i innych aktów prawnych jest ich oryginał podpisany przez upoważniony do wydania tego aktu organ, a w przypadku orzeczenia sądu lub Trybunału Konstytucyjnego - odpis orzeczenia. 2. Na oryginale obok podpisu organu umieszcza się pieczęć urzędową. 3. Oryginał aktu normatywnego lub odpis orzeczenia wraz z trzema kopiami jest przedstawiany z wnioskiem o ogłoszenie w dzienniku urzędowym organowi wydającemu dziennik. 4. Organ wydający dziennik urzędowy kieruje do ogłoszenia akt normatywny lub odpis orzeczenia, zamieszczając wizę na tym akcie lub odpisie orzeczenia."
109,2001_23_7,Co jest podstawą do ogłoszenia aktów normatywnych i innych aktów prawnych?,"Art. 7. Akty normatywne wydawane na podstawie ustaw można ogłaszać w okresie od dnia ogłoszenia danej ustawy, a przed dniem jej wejścia w życie; akt taki nie może wejść w życie wcześniej niż ustawa."
110,2001_23_15,Co jest podstawą do ogłoszenia aktów normatywnych i innych aktów prawnych?,"Art. 15. 1. Podstawą do ogłoszenia aktów normatywnych i innych aktów prawnych jest ich oryginał podpisany przez upoważniony do wydania tego aktu organ, a w przypadku orzeczenia sądu lub Trybunału Konstytucyjnego - odpis orzeczenia. 2. Na oryginale obok podpisu organu umieszcza się pieczęć urzędową. 3. Oryginał aktu normatywnego lub odpis orzeczenia wraz z trzema kopiami jest przedstawiany z wnioskiem o ogłoszenie w dzienniku urzędowym organowi wydającemu dziennik. 4. Organ wydający dziennik urzędowy kieruje do ogłoszenia akt normatywny lub odpis orzeczenia, zamieszczając wizę na tym akcie lub odpisie orzeczenia."
111,2001_23_2,Co jest podstawą do ogłoszenia aktów normatywnych i innych aktów prawnych?,Art. 2. 1. Ogłoszenie aktu normatywnego w dzienniku urzędowym jest obowiązkowe. 2. Odrębna ustawa może wyłączyć obowiązek ogłoszenia aktu normatywnego niezawierającego przepisów powszechnie obowiązujących.
112,1995_713_3,Co jest celem łowiectwa?,"Art. 3. Celem łowiectwa jest: 1) ochrona, zachowanie różnorodności i gospodarowanie populacjami zwierząt łownych, 2) ochrona i kształtowanie środowiska przyrodniczego na rzecz poprawy warunków bytowania zwierzyny, 3) uzyskiwanie możliwie wysokiej kondycji osobniczej i jakości trofeów oraz właściwej liczebności populacji poszczególnych gatunków zwierzyny przy zachowaniu równowagi środowiska przyrodniczego, 4) spełnianie potrzeb społecznych w zakresie uprawiania myślistwa, kultywowania tradycji oraz krzewienia etyki i kultury łowieckiej."
113,1995_713_3,Co jest celem łowiectwa?,"Art. 3. Celem łowiectwa jest: 1) ochrona, zachowanie różnorodności i gospodarowanie populacjami zwierząt łownych, 2) ochrona i kształtowanie środowiska przyrodniczego na rzecz poprawy warunków bytowania zwierzyny, 3) uzyskiwanie możliwie wysokiej kondycji osobniczej i jakości trofeów oraz właściwej liczebności populacji poszczególnych gatunków zwierzyny przy zachowaniu równowagi środowiska przyrodniczego, 4) spełnianie potrzeb społecznych w zakresie uprawiania myślistwa, kultywowania tradycji oraz krzewienia etyki i kultury łowieckiej."
114,1995_713_34,Co jest celem łowiectwa?,"Art. 34. Do zadań Polskiego Związku Łowieckiego należy: 1) prowadzenie gospodarki łowieckiej, 2) troska o rozwój łowiectwa i współdziałanie z administracją rządową i samorządową, jednostkami organizacyjnymi Państwowego Gospodarstwa Leśnego Lasy Państwowe i parkami narodowymi oraz organizacjami społecznymi w ochronie środowiska przyrodniczego, w zachowaniu i rozwoju populacji zwierząt łownych i innych zwierząt dziko żyjących, 3) pielęgnowanie historycznych wartości kultury materialnej i duchowej łowiectwa, 4) ustalanie kierunków i zasad rozwoju łowiectwa oraz funkcjonowania organów zrzeszenia, 5) czuwanie nad przestrzeganiem przez członków Polskiego Związku Łowieckiego prawa, zasad etyki, obyczajów i tradycji łowieckich, 6) prowadzenie dyscyplinarnego sądownictwa łowieckiego, 7) organizowanie szkolenia w zakresie prawidłowego łowiectwa i strzelectwa myśliwskiego, 8) prowadzenie i popieranie działalności wydawniczej i wystawienniczej o tematyce łowieckiej, 9) współpraca z pokrewnymi organizacjami zagranicznymi, 10) wspieranie i prowadzenie prac naukowych w zakresie gospodarowania zwierzyną, 11) prowadzenie i popieranie hodowli użytkowych psów myśliwskich, 12) realizacja innych zadań zleconych przez Ministra Ochrony Środowiska, Zasobów Naturalnych i Leśnictwa."
115,1995_713_28,Co jest celem łowiectwa?,"Art. 28. 1. Obwody łowieckie wydzierżawia się kołom łowieckim Polskiego Związku Łowieckiego. 2. Minister Ochrony Środowiska, Zasobów Naturalnych i Leśnictwa może wyłączać obwody łowieckie z wydzierżawiania i przekazywać je w zarząd z przeznaczeniem na ośrodki hodowli zwierzyny, w których - oprócz polowania - realizowane są cele związane w szczególności z: 1) prowadzeniem wzorcowego zagospodarowania łowisk, wdrażaniem nowych osiągnięć naukowych i praktycznych z zakresu łowiectwa, 2) prowadzeniem badań naukowych, 3) odtwarzaniem populacji zanikających gatunków zwierząt dziko żyjących, 4) hodowlą rodzimych gatunków zwierząt łownych w celu zasiedlania łowisk, 5) hodowlą zwierząt łownych szczególnie pożytecznych w biocenozach leśnych, 6) prowadzeniem szkoleń z zakresu łowiectwa. 3. Ośrodki hodowli zwierzyny mogą być prowadzone za zgodą Ministra Ochrony Środowiska, Zasobów Naturalnych i Leśnictwa przez: Państwowe Gospodarstwo Leśne Lasy Państwowe, Polski Związek Łowiecki, instytucje naukowo-dydaktyczne oraz inne jednostki, które do dnia wejścia w życie ustawy prowadziły takie ośrodki. Prawo do prowadzenia ośrodków hodowli zwierzyny jest niezbywalne. 4. Minister Ochrony Środowiska, Zasobów Naturalnych i Leśnictwa po zasięgnięciu opinii Polskiego Związku Łowieckiego określi, w drodze rozporządzenia, szczegółowe zasady przekazywania w zarząd obwodów łowieckich wyłączonych z wydzierżawiania."
116,2001_763_30,Co jest jednostką organizacyjną samorządu?,"Art. 30. 1. Samorząd w wykonywaniu swych zadań podlega tylko przepisom prawa. 2. Jednostkami organizacyjnymi samorządu są: 1) Krajowa Izba Psychologów, która jest samorządem psychologów na szczeblu krajowym i posiada osobowość prawną, 2) Regionalne Izby Psychologów."
117,1997_349_132,Co jest jednostką organizacyjną samorządu?,"Art. 132. Kierownik jednostki budżetowej jednostki samorządu terytorialnego może, w celu realizacji zadań, zaciągać zobowiązania pieniężne do wysokości kwot wydatków określonych w zatwierdzonym planie finansowym jednostki."
118,1997_349_127,Co jest jednostką organizacyjną samorządu?,"Art. 127. Zarząd jednostki samorządu terytorialnego sprawuje ogólny nadzór nad reali zacją, określonych uchwałą budżetową, dochodów i wydatków budżetu jednostki samorządu terytorialnego."
119,1999_483_20,Co jest jednostką organizacyjną samorządu?,"Art. 20. 1. W urzędach tworzy się, z zastrzeżeniem ust. 4 i 5, stanowisko dyrektora generalnego urzędu, który podlega bezpośrednio właściwemu ministrowi, kierownikowi urzędu centralnego lub wojewodzie. 2. Dyrektor generalny urzędu: 1) zapewnia funkcjonowanie i ciągłość pracy urzędu, warunki jego działania, a także organizację pracy, w szczególności przez: a) sprawowanie bezpośredniego nadzoru nad komórkami organizacyjnymi urzędu w zakresie prawidłowego wykonywania przez nie zadań określonych przez organ administracji rządowej, z wyjątkiem komórek bezpośrednio nadzorowanych przez ten organ na podstawie ustaw, b) nadzorowanie organizacyjne przebiegu prac nad terminowym przygotowaniem projektu budżetu i układu wykonawczego budżetu w części dotyczącej urzędu, c) występowanie z wnioskiem do właściwego organu administracji rządowej o nadanie regulaminu organizacyjnego urzędu lub jego komórek organizacyjnych, a następnie ustalanie regulaminu pracy, d) gospodarowanie mieniem urzędu, w tym zlecanie usług i dokonywanie zakupów dla urzędu oraz zapewnianie prowadzenia ewidencji majątku urzędu, e) reprezentowanie Skarbu Państwa w odniesieniu do mienia urzędu, z zastrzeżeniem art. 26 pkt 1 ustawy z dnia 5 czerwca 1998 r. o administracji rządowej w województwie (Dz.U. Nr 91, poz. 577), f) prowadzenie kontroli wewnętrznej w urzędzie, g) sprawowanie nadzoru nad gospodarstwami pomocniczymi urzędu, h) zapewnianie przestrzegania przepisów o tajemnicy ustawowo chronionej, i) zapewnianie przestrzegania zasad techniki prawodawczej, 2) dokonuje czynności z zakresu prawa pracy wobec osób zatrudnionych w urzędzie, chyba że ustawa stanowi inaczej, oraz realizuje politykę personalną w służbie cywilnej, a w szczególności: a) dokonuje czynności wynikających z nawiązania i trwania stosunku pracy z członkami korpusu służby cywilnej oraz czynności związanych z ustaniem stosunku pracy, b) dysponuje funduszem nagród, chyba że odrębne przepisy stanowią inaczej, c) administruje środkami zakładowego funduszu świadczeń socjalnych w urzędzie, 3) wykonuje określone zadania kierownika urzędu, jeżeli odrębne przepisy tak stanowią, 4) wykonuje inne zadania z upoważnienia organu administracji rządowej. 3. Dyrektor generalny urzędu niezwłocznie wyznacza, w uzgodnieniu z właściwym organem administracji rządowej, zastępującego go dyrektora departamentu (komórki równorzędnej) lub wydziału (komórki równorzędnej). O ustanowieniu zastępstwa dyrektor generalny niezwłocznie zawiadamia Szefa Służby Cywilnej. 4. Zadania przewidziane w ustawie dla dyrektora generalnego urzędu wykonują w urzędach terenowych organów administracji rządowej podległych ministrom lub centralnym organom administracji rządowej oraz w urzędach, o których mowa w art. 2 ust. 1 pkt 5, kierownicy tych urzędów, a w regionalnych izbach obrachunkowych oraz w samorządowych kolegiach odwoławczych ich prezesi. 5. Prezes Rady Ministrów może określić, w drodze rozporządzenia, urzędy centralnych organów administracji rządowej, w których nie tworzy się stanowiska dyrektora generalnego urzędu ze względu na specjalistyczny charakter zadań wykonywanych przez te urzędy. 6. Zadania przewidziane w ustawie dla dyrektora generalnego urzędu wykonują w urzędach, o których mowa w ust. 5, kierownicy tych urzędów. Do kierowników urzędów, o których mowa w ust. 5, oraz do ich zastępców, stosuje się odpowiednio przepisy dotyczące dyrektora generalnego określone w ustawie i w odrębnych przepisach. 7. W terminie 6 miesięcy od dnia wejścia w życie przepisów wydanych na podstawie ust. 5, stanowiska kierowników urzędów określonych w tych przepisach oraz stanowiska ich zastępców, zostaną obsadzone w drodze konkursu. Rozdział 3 Nawiązanie stosunku pracy w służbie cywilnej"
